순번,금융 상품명,전처리 대출 한도,대출 한도,전처리 이자율,이자율 ,전처리 최대 상환 기간,최대 상환 기간,상환 방법,대출종류명,대상,금융회사 명,지역,전처리 된 연령 시작,전처리 된 연령 끝,연령 제한,수급자여부,전처리 소득 시작 조건,전처리 소득 끝 조건,전처리 신용점수 시작,전처리 신용점수 이하,대출 조건,신청 방법,보증료율,연락처,상품 기간
460,IBK사잇돌2,3000,"100만원~3,000만원(서울보증보험 CSS결과에 따라 한도 차등 부여)",0,,0,,,서민대출,,IBK저축은행,전국,0,99,없음,1,0,999999,0,1000,"근로소득자: 현직장 재직 5개월 이상, 연소득 12백만원 이상사업소득자: 4개월 이상 사업영위, 연소득 6백만원 이상연금소득자: 연금수령 1회이상, 연소득 6백만원 이상※ 중복소득 인정(합산소득 기준으로 산정)",,,,
461,IBK 직장인햇살론(온라인),2000,"600만원~2,000만원",0,,0,,,서민대출,,IBK저축은행,전국,0,99,없음,1,0,3500,0,1000,"3개월이상 재직중이며 소득증빙이 가능한 만 19세이상 직장인연소득 4,500만원 이하이면서 개인신용평점이 하위 100분의 20에 해당하는 자* 단, 연소득 3,500만원 이하인 경우 개인신용평점과 무관하게 가능서민금융진흥원 금융교육을 이수한 자(서민금융진흥원 재무진단 평가모형 4등급 이하에 해당하는 자)본인 명의의 부동산 미소유본인 명의의 공동인증서, 휴대전화 보유자",,,,
462,직장인 신용대출,10000,최대 1억원 (개인신용평점 및 소득에 따라 차등적용),0,,0,,,신용대출/일반,,웰컴저축은행,전국,20,99,20세 이상,1,0,999999,300,1000,만 20세 이상의 직장인(NICE 개인신용평점 300점 이상),,,,
463,햇살론(직장인),2000,생계자금형 : 20백만원 이내 (개인신용평점별 차등적용),0,,0,,,서민대출,,웰컴저축은행,전국,20,99,20세 이상,1,0,999999,0,749,만 20세 이상 최근 1년 이내 3개월 이상 근로중이며 소득증명이 가능한 근로자이며*단 현 직장 1개월 이상 근로 및 급여 수령 확인 필수① 1개사 이상의 CSS 개인신용평점 하위20/100인자 중 연간근로소득금액이 4천 5백만원 이하인 자 또는 ② 연간근로소득이 3천 5백만원 이하인 자,,,,
464,사잇돌2 대출,3000,최대 3000만원 이내(개인신용평점 및 소득에 따라 차등적용),0,,0,,,서민대출,,웰컴저축은행,전국,20,99,20세 이상,1,0,999999,300,1000,"만 20세 이상으로 건강보험공단 사업장 가입자이며 현직장 5개월 이상, 연소득 12백만원 이상인 직장인 (NICE 개인신용평점 300점 이상)",,,,
465,힐링모기지론,0,,0,,0,,,주택담보,,페퍼힐링모기지론,전국,0,99,없음,1,0,999999,0,1000,,,,,
466,OK통합신용대출,1500,"[햇살론] 최대 1500만원 이내, [개인신용대출] 최소 10만원~ 최대 1억 원 (마이너스OK론 최대 5000만원)",0,,0,,,신용대출/일반,,OK저축은행,전국,20,99,20세 이상,1,0,3500,351,1000,[햇살론] 재직 - 3개월 이상 근로중인 근로소득자 소득 - 연소득 3500만원 이하 / 연소득 4500만원 이하 & 개인신용평점이 하위 100분의 20에 해당 [개인신용대출] 소득증빙이 가능한 만 20세 이상 고객 / 신용평점 [NICE] 351점 이상 고객 (당사 심사 기준에 따라 거절될 수 있음),,,,
467,OK햇살론,1500,"생계자금 : 최대 1,500만원 (신용등급별 차등적용)",0,,0,,,서민대출,,OK저축은행,전국,0,99,없음,1,0,999999,0,1000,직장인,,,,
468,OK사잇돌,0,,0,,0,,,서민대출,,OK저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
469,페퍼오토론,0,,0,,0,,,신용대출/일반,,페퍼오토담보,전국,0,99,없음,1,0,999999,0,1000,,,,,
470,KB저축은행 담보대출,0,,0,,0,,,주택담보,,KB저축은행담보,전국,0,99,없음,1,0,999999,0,1000,,,,,
471,동원YES론 E,5000,"100만원 ~ 5,000만원 이내",0,,0,,,신용대출/일반,,동원제일저축은행,전국,0,99,없음,1,0,999999,351,1000,"-직장인, 사업자, 프리랜서-소득증빙이 가능한 만19세 이상 고객-NICE 개인신용평점 350 초과",,,,
472,동원제일 햇살론,2000,"- 최대 2,000만원 이내",0,,0,,,서민대출,,동원제일저축은행,전국,0,99,없음,1,0,4500,0,749,"- 연간소득 4,500만원 이하의 3개월 이상 재직중인 근로자- 1개사 이상의 CSS 개인신용평점 하위 20/100",,,,
473,동원제일 햇살론(온라인),2000,"- 최대 2,000만원 이내",0,,0,,,서민대출,,동원제일저축은행,전국,0,99,없음,1,0,4500,0,749,"- 연간소득 4,500만원 이하의 3개월 이상 재직중인 근로자- 1개사 이상의 CSS 개인신용평점 하위 20/100",,,,
474,융창 온라인(모바일)햇살론,1500,"생계자금 1,500만원이내(신용도 및 소득에 따라 차등적용)",0,,0,,,서민대출,,융창저축은행,전국,0,99,없음,1,0,4500,0,749,연소득 4천5백만원이하 개인신용평점이 하위 100분의 20 이하 또는 연소득 3천5백만원이하의 3개월이상 재직중인 근로소득자,,,,
475,융창햇살론,1500,"생계자금 : 최대 1,500만원 (신용평점별 차등적용)",0,,0,,,서민대출,,융창저축은행,전국,0,99,없음,1,0,4500,0,749,"개인신용평점이 하위 100분의 20 이하(연소득 4,500만원이하) 또는 연소득 3,500만원이하의 3개월 이상 재직중인 급여소득자",,,,
476,키움 신용대출,8000,"최소 300만원 ~ 최대 8,000만원",0,,0,,,신용대출/일반,,키움저축은행,전국,0,99,없음,1,0,999999,350,1000,재직 3개월 이상 직장인신용점수(NICE 기준) 350점 이상,,,,
477,키움 채무조정 연계 신용대출,5000,"최대 5,000만원",0,,0,,,신용대출/일반,,키움저축은행,전국,0,99,없음,1,1200,999999,0,1000,"개인회생연계 : 면책결정자, 성실변제자(개인회생 인가결정 후 변제계획에 의거 전체 상환기간의 20개월 이상 상환자)면책연계 : 면책결정 후 6개월 이상 경과자근로소득자 : 재직 3개월 이상, 고용형태 무관, 연소득 1,200만원 이상 (단, 4대 미가입자의 경우 재직 6개월 이상)개인사업자: 사업 6개월 이상, 연소득 1,200만원 이상 신용점수(NICE 기준) 제한 없음",,,,
478,키움 햇살론,2000,"최대 2,000만원",0,,0,,,서민대출,,키움저축은행,전국,0,99,없음,1,0,4500,0,749,"보증신청 접수일 기준 최근 1년 이내 3개월 이상 재직 근로자연소득 3천 5백만원 이하인 자 혹은연소득 4천 5백만원 이하의 개인신용평점 하위 100분의 20인 자(단, 접수일 현재 직장에서 1개월 이상 근로 및 소득증빙 가능한 자)",,,,
479,키움 사잇돌2,3000,"최대 3,000만원 (SGI서울보증 보증한도 이내)",0,,0,,,서민대출,,키움저축은행,전국,0,99,없음,1,600,999999,0,1000,"서울보증보험 보험증권 발급 가능한 개인 및 개인사업자급여소득자: 재직 5개월 이상, 연소득 1,200만원 이상 사업소득자: 사업 4개월 이상, 연소득 600만원 이상연금소득자: 연금수령 1회 이상, 연소득 600만원 이상",,,,
480,NH직장인행복대출,3000,"300만원 ~ 3,000만원",0,,0,,,신용대출/일반,,NH저축은행,전국,0,99,없음,1,1200,999999,0,1000,"6개월 이상 계속 근로 중인 근로소득자이며, 연소득 1200 만원 이상인 만 19세 이상 개인",,,,
481,NH햇살론,2000,"300만원 ~ 2,000만원",0,,0,,,서민대출,,NH저축은행,전국,0,99,없음,1,0,4500,0,749,"3개월 이상 계속 근로 중인 급여소득자 중 저신용자(연소득 4,500만원 이하&개인신용평점이 하위 100분의 20 이하) 또는 저소득자(연소득 3,500만원 이하)",,,,
482,NH사잇돌,2000,"300만원 ~ 2,000만원",0,,0,,,서민대출,,NH저축은행,전국,0,99,없음,1,1200,999999,0,1000,5개월 이상 계속 근로 중인 급여소득자 중 연소득 1200만원 이상,,,,
483,좋은상상론,12000,-최대 1.2억원,0,,0,,,신용대출/일반,,상상인저축은행,전국,20,99,20세 이상,1,0,999999,600,1000,"-만 19세 이상, 6개월 이상 4대보험 가입된 직장인(NICE 신용평점 600점 이상)",,,,
484,상상인 오토론,8000,"-최대 8,000만원중고차 시세에 따라 상이함",0,,0,,,오토론,,상상인저축은행,전국,20,99,20세 이상,1,0,999999,0,1000,"-만 19세 이상, 차량을 소유한 고객(공동명의차량가능)",,,,
485,딱맞춤 신용대출[대신신용대출I],7000,"[대신신용대출I] 100만원 ~ 7,000만원[스텝론] 100만원 ~ 5,000만원",0,,0,,,신용대출/일반,,대신저축은행,전국,20,99,20세 이상,1,0,999999,594,1000,"소득증빙이 가능한 만19세이상 직장인(재직 3개월),NICE 신용평점 594점 이상, KCB 신용평점 534 이상",,,,
486,딱맞춤 신용대출[스텝론],5000,"[대신신용대출I] 100만원 ~ 7,000만원[스텝론] 100만원 ~ 5,000만원",0,,0,,,신용대출/일반,,대신저축은행,전국,20,99,20세 이상,1,0,999999,594,1000,"소득증빙이 가능한 만19세이상 직장인(재직 3개월),NICE 신용평점 594점 이상, KCB 신용평점 534 이상",,,,
487,대신 햇살론(온라인),1500,"- 햇살론(생계) 100만원~최대 1,500만원",0,,0,,,서민대출,,대신저축은행,전국,20,99,20세 이상,1,0,4500,0,1000,"1. 현직장 직장보험료 3개월 이상 정상 납부한 근로자2. 개인신용평점 하위 20%(연소득 4,500만원 이하) 또는 연소득 3,500만원 이하의 3개월 이상 재직중인 근로자3. 본인명의 자가 미보유자4. 만 19세 이상의 내국인",,,,
488,대신사잇돌,0,,0,,0,,,서민대출,,대신저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
489,세람 직장인신용대출,5000,100만원~5000만원,0,,0,,,신용대출/일반,,세람저축은행,전국,0,99,없음,1,0,999999,600,950,"- 재직기간이 3개월 이상이며, 소득증빙이 가능한 직장인- 신용등급 1~7등급자",,,,
490,세람 론바로 에이스,5000,100만원~5000만원,0,,0,,,신용대출/일반,,세람저축은행,전국,0,99,없음,1,0,999999,0,1000,"재직기간이 3개월 이상이며, 소득증빙이 가능한 직장인개인회생 마지막회차 변제금까지 납입한 자",,,,
491,세람 론바로 개인회생,6000,"100만원~6,000만원",0,,0,,,신용대출/일반,,세람저축은행,전국,0,99,없음,1,0,999999,0,1000,"- 재직기간이 3개월 이상이며, 소득증빙이 가능한 직장인- 개인회생 인가 후 변제 회차 진행이 총 회차 대비 1/3이상인 자",,,,
492,세람 론바로 H플러스,5000,"100만원~5,000만원",0,,0,,,신용대출/일반,,세람저축은행,전국,0,99,없음,1,0,999999,0,1000,프로모션(이벤트) 신용대출,,,,
493,세람 론바로 개인회생 비상금대출,500,- 100만원~500만원,0,,0,,,신용대출/일반,,세람저축은행,전국,0,99,없음,1,0,999999,0,1000,- 개인회생 변제인가결정시 누구나 비상금 최대 500만원 대출실행,,,,
494,세람 햇살론(직장인),1500,"100만원~1,500만원",0,,0,,,서민대출,,세람저축은행,전국,0,99,없음,1,0,4500,0,1000,"연소득 4,500만원 이하, 저신용 직장인(연소득이 3,500만원 이하인경우 개인신용평점 무관)",,,,
495,세람 사잇돌2,2000,"100만원~2,000만원",0,,0,,,서민대출,,세람저축은행,전국,0,99,없음,1,1200,999999,0,1000,"근로소득 : 보증신청이 현재 5개월 이상 재직자로서 연소득 1,200만원 이상인자사업소득 : 보증신청일 현재 4개월이상 사업소득 발생자로서 연소득이 600만원 이상인자연금소득 : 보증신청일 현재 연금소득 1회이상 수령자로서 연금소득이 연 6백만원 이상인자",,,,
496,키움예스론,8000,"- 최소 100만원~ 최대 8,000만원",0,,0,,,신용대출/일반,,키움예스저축은행,전국,0,99,없음,1,0,999999,351,1000,"근로소득자 및 프리랜서- 근로소득자 (근로소득 3개월 이상, 연소득 2천만원 이상)- 프리랜서 (소득형태무관, 소득증빙 1개월 이상, 연소득 8백만원 이상)- 소득증빙이 가능한 만20세 이상 고객- NICE CB점수 기준 350점 초과 고객※ 단, 내부 신용평가시스템(CSS) 심사를 통과한 고객",,,,
497,HB신용대출,5000,- 1백만원 ~ 5천만원,0,,0,,,신용대출/일반,,HB저축은행,전국,0,99,없음,1,0,999999,355,1000,"- 만 20세이상 내국인 중 NICE 신용평점 355점 이상, 소득증빙 가능한 급여소득자 및 주부",,,,
498,HB니즈론,10000,- 1백만원 ~ 1억원,0,,0,,,신용대출/일반,,HB저축은행,전국,20,99,20세 이상,1,0,999999,355,1000,"- 만 20세이상 내국인 중 NICE 신용평점 355점 이상, 소득증빙 가능한 급여소득자",,,,
499,더드림론,3000,"- 300만원 ~ 3,000만원",0,,0,,,신용대출/일반,,진주저축은행,전국,0,99,없음,1,0,999999,460,1000,"- 직장인, 프리랜서, 위탁계약직 등 급여수령자라면 누구나- NICE의 신용평점 460점 이상인 고객",,,,
500,진주 햇살론,2000,"- 600만원 ~ 2,000만원",0,,0,,,서민대출,,진주저축은행,전국,0,99,없음,1,0,999999,0,1000,"- 직장인, 사대보험 미가입자도 가능 - NICE/KCB의 신용평점 하위 80% 해당 고객",,,,
501,사잇돌,3000,"- 100만원 ~ 3,000만원",0,,0,,,서민대출,,진주저축은행,전국,0,99,없음,1,0,999999,460,1000,"- 직장인, 연금소득자도 가능-SGI의 신용보증심사결과 리스크 등급 8등급 이상인 고객-NICE의 신용평점 460점 이상인 고객",,,,
502,새마을금고 햇살론,2000,"최대 2,000만원 이내",0,,0,,,서민대출,,새마을금고중앙회,전국,0,99,없음,1,0,4500,749,1000,근로자 (연소득 35백만원 이하 또는 45백만원 이하는 개인신용평점이 하위 100분의 20 이하),,,,
503,바꿔드림론,3000,대출 한도 : 고금리채무 3천만원까지(계좌 기준) 전환대출 가능,0,,0,,,환승론,,(주)신용회복기금,전국,0,99,없음,1,0,999999,200,700,"대상자 : 신용등급 6~10등급자(특수채무자는 신용등급 제한 없음) * 특수채무자 : 기초생활수급자, 영유아보육료 수급자, 한부모가족지원대상자 등대상 채무 : - 연 20% 이상 고금리의 신용대출로 6개월 이상 경과한 채무 - 연소득 대비 총 부채상환비율(DTI) 심사 후 전환 가능",,,,
504,바꿔드림론I,3000,대출 한도 : 고금리채무 3천만원까지(계좌 기준) 전환대출 가능,0,,0,,,환승론,,(주)신용회복기금,전국,0,99,없음,1,0,999999,200,700,"대상자 : 신용등급 6~10등급자(특수채무자는 신용등급 제한 없음) * 특수채무자 : 기초생활수급자, 영유아보육료 수급자, 한부모가족지원대상자 등대상 채무 : - 연 20% 이상 고금리의 신용대출로 6개월 이상 경과한 채무 - 연소득 대비 총 부채상환비율(DTI) 심사 후 전환 가능",,,,
505,바꿔드림론II,3000,대출 한도 : 고금리채무 3천만원까지(계좌 기준) 전환대출 가능,0,,0,,,환승론,,(주)신용회복기금,전국,0,99,없음,1,0,999999,200,700,"대상자 : 신용등급 6~10등급자(특수채무자는 신용등급 제한 없음) * 특수채무자 : 기초생활수급자, 영유아보육료 수급자, 한부모가족지원대상자 등대상 채무 : - 연 20% 이상 고금리의 신용대출로 6개월 이상 경과한 채무 - 연소득 대비 총 부채상환비율(DTI) 심사 후 전환 가능",,,,
506,산림조합햇살론,1500,"최고 15백만원으로, 신용등급에 따라 차등 적용(6등급 15백만원, 7등급 12백만원, 8등급 9백만원, 9등급이하 6백만원)",0,,0,,,서민대출,,산림조합중앙회,전국,0,99,없음,1,0,4500,600,700,? 소득창출능력이 있는 근로자 (소득증빙 必) ? NICE 또는 KCB CB등급이 6~10등급 ? 연간 소득금액이 45백만원 이하 등 햇살론 생계자금 요건 충족 자 ? 신용대출 불가 판단 고객 등,,,,
507,산림조합햇살론,1200,"최고 15백만원으로, 신용등급에 따라 차등 적용(6등급 15백만원, 7등급 12백만원, 8등급 9백만원, 9등급이하 6백만원)",0,,0,,,서민대출,,산림조합중앙회,전국,0,99,없음,1,0,4500,500,600,? 소득창출능력이 있는 근로자 (소득증빙 必) ? NICE 또는 KCB CB등급이 6~10등급 ? 연간 소득금액이 45백만원 이하 등 햇살론 생계자금 요건 충족 자 ? 신용대출 불가 판단 고객 등,,,,
508,산림조합햇살론,900,"최고 15백만원으로, 신용등급에 따라 차등 적용(6등급 15백만원, 7등급 12백만원, 8등급 9백만원, 9등급이하 6백만원)",0,,0,,,서민대출,,산림조합중앙회,전국,0,99,없음,1,0,4500,400,500,? 소득창출능력이 있는 근로자 (소득증빙 必) ? NICE 또는 KCB CB등급이 6~10등급 ? 연간 소득금액이 45백만원 이하 등 햇살론 생계자금 요건 충족 자 ? 신용대출 불가 판단 고객 등,,,,
